Ref#,Prefix,Property Name,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,State,City ,County,Street & Number,External Link,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID
69000151,,Fort Meigs,Listed,Single,FALSE,10, MILITARY,SITE,OHIO,Perrysburg,Wood,1.3 mi. SW of Perrysburg,https://catalog.archives.gov/id/71986559,08/04/1969,08/04/1969,,,69000151
74001396,,"Giddings, Joshua Reed, Law Office",Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT,BUILDING,OHIO,Jefferson,Ashtabula,112 N. Chestnut St.,,05/30/1974,05/30/1974,,,74001396
76001447,,Glendale Historic District,Listed,Single,FALSE,392, COMMUNITY PLANNING AND DEVELOPMENT; TRANSPORTATION; ARCHITECTURE,DISTRICT,OHIO,Glendale,Hamilton,OH 747,https://catalog.archives.gov/id/71989055,07/20/1976,05/05/1977,,,76001447
100003285,BC,Glendale Historic District (Boundary Increase and Decrease),Listed,Boundary,FALSE,36.84, COMMUNITY PLANNING AND DEVELOPMENT; TRANSPORTATION; ARCHITECTURE; ETHNIC HERITAGE; BLACK,district,OHIO,Glendale,Hamilton,"Roughly bounded by OH 4/Springfield Pike, Oak Rd., RR right of way, Coral, Sharon and Morse Aves.,",,12/18/2018 11:22:07,05/05/1977,,,76001447
76001374,,"Grant, Ulysses S., Boyhood Home",Listed,Single,FALSE,0.9, MILITARY; POLITICS/GOVERNMENT,BUILDING,OHIO,Georgetown,Brown,219 E. Grant Ave.,https://catalog.archives.gov/id/71986875,10/08/1976,02/04/1985, Grant Homestead,,76001374
100000800,NL,Greenhills Historic District,Listed,NHL,FALSE,,,district,OHIO,Greenhills,Hamilton,"Roughly Damon and Ingram Rds. on the north, the corporate limit on the west and south, and Farragut Rd. on the east",,,12/23/2016,,,100000800
66000618,,"Harding, Warren G., House",Listed,Single,FALSE,0.8, MILITARY; POLITICS/GOVERNMENT,BUILDING,OHIO,Marion,Marion,380 Mount Vernon Ave.,https://catalog.archives.gov/id/71986523,10/15/1966,06/23/1965,,,66000618
74001585,,Hawthorn Hill,Listed,Single,FALSE,9, ARCHITECTURE; ENGINEERING; INVENTION; TRANSPORTATION,BUILDING,OHIO,Oakwood,Montgomery,Harman and Park Aves.,https://catalog.archives.gov/id/71990547,10/18/1974,07/17/1991," Wright, Orville, Home",,74001585
66000624,,"Hayes, Rutherford B., House",Listed,Single,FALSE,25, MILITARY; LAW; POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,OHIO,Fremont,Sandusky,Hayes and Buckland Aves.,https://catalog.archives.gov/id/71986543,10/15/1966,01/29/1964, Spiegel Grove;Rutherford B. Hayes Presidential Center;Ruther,,66000624
66000623,,Hopeton Earthworks,Listed,Single,TRUE,225, PREHISTORIC,SITE,OHIO,Hopetown,Ross,Address Restricted,,10/15/1966,07/19/1964,,,66000623
82003565,,Hotel Breakers,Removed,Single,FALSE,12, ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,OHIO,Sandusky,Erie,Cedar Point,,,02/27/1987,,,82003565
71000640,,Huffman Field,Listed,Single,FALSE,84.4, ENGINEERING; MILITARY; INVENTION; TRANSPORTATION,SITE,OHIO,Fairborn,Greene,"Wright-Patterson Air Force Base, 1 mi. SW of Fairborn",https://catalog.archives.gov/id/71988758,05/06/1971,06/21/1990, Simms-Wright Station or Wright Memorial Site;Huffman Prairie,,71000640
75001500,,Incinerator Site,Listed,Single,TRUE,45, PREHISTORIC,SITE,OHIO,Dayton,Montgomery,Address Restricted,,04/01/1975,06/21/1990, Vance Farm;Sunwatch,,75001500
66000613,,James A. Garfield National Historic Site,Listed,Single,FALSE,4.9, POLITICS/GOVERNMENT,BUILDING,OHIO,Mentor,Lake,8095 Mentor Ave.,,10/15/1966,01/28/1964," Garfield,James A.,Home;Lawnfield;Dickey Farm;James A. Garfie",James A. Garfield,66000613
66000609,,John Sherman Birthplace,Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT,BUILDING,OHIO,Lancaster,Fairfield,137 E. Main St.,https://catalog.archives.gov/id/71986471,10/15/1966,01/29/1964,,,66000609
75001514,,Johnson Island Civil War Prison and Fort Site,Listed,Single,FALSE,300, HISTORIC - NON-ABORIGINAL; MILITARY,SITE,OHIO,Danbury,Ottawa,E shore area of Johnson Island,https://catalog.archives.gov/id/71990853,03/27/1975,06/21/1990, Johnson's Island Civil War Prison,,75001514
77001080,,"Kettering, Charles F., House",Listed,Single,FALSE,11, INDUSTRY; ENGINEERING; TRANSPORTATION; INVENTION,BUILDING,OHIO,Kettering,Montgomery,3965 Southern Blvd.,https://catalog.archives.gov/id/71990518,12/22/1977,12/22/1977, Ridgeleigh Terrace,,77001080
69000145,,Kirtland Temple,Listed,Single,FALSE,1.9, SCIENCE; ARCHITECTURE; RELIGION,BUILDING,OHIO,Kirtland,Lake,9020 Chillicothe Rd.,https://catalog.archives.gov/id/71989607,06/04/1969,12/08/1976, House of the Lord,,69000145
75001464,,"Langston, John Mercer, House",Listed,Single,FALSE,0.9, BLACK; POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,OHIO,Oberlin,Lorain,207 E. College St.,https://catalog.archives.gov/id/71986511,05/15/1975,05/15/1975,,,75001464
76001378,,Langstroth Cottage,Listed,Single,FALSE,0, SCIENCE; AGRICULTURE,BUILDING,OHIO,Oxford,Butler,303 Patterson Ave.,https://catalog.archives.gov/id/71986985,06/22/1976,12/21/1981,,,76001378
83004379,,"Libbey, Edward D., House",Listed,Single,FALSE,0.9, INDUSTRY; ART,BUILDING,OHIO,Toledo,Lucas,2008 Scottwood Ave.,https://catalog.archives.gov/id/71986517,05/04/1983,05/04/1983, Toledo Society for the Handicapped;See Also:Old West End Dis,,83004379
74001537,,"Lundy, Benjamin, House",Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,OHIO,Mt. Pleasant,Jefferson,Union and 3rd Sts.,https://catalog.archives.gov/id/71986505,05/30/1974,05/30/1974, Warren House,,74001537
89002456,,MAJESTIC,Listed,Single,FALSE,0.9, MARITIME HISTORY; PERFORMING ARTS,STRUCTURE,OHIO,Cincinnati,Hamilton,Ohio River below Central Bridge,,12/20/1989,12/20/1989, Showboat MAJESTIC,,89002456
66000604,,"Manasseh Cutler Hall, Ohio University",Listed,Single,FALSE,10, EDUCATION,BUILDING,OHIO,Athens,Athens,Ohio University campus,https://catalog.archives.gov/id/71986441,10/15/1966,12/21/1965, College Edifice,,66000604
100000879,NL,"May 4, 1970, Kent State Shootings Site",Listed,NHL,FALSE,17.24, SOCIAL HISTORY; POLITICS/GOVERNMENT; LAW,site,OHIO,Kent,Portage,.5 mi. SE of the intersection of E. Main St. and S. Lincoln St.,,,12/23/2016,,,10000046
66000617,,"McGuffey, William H., Boyhood Home Site",Listed,Single,FALSE,73, LITERATURE,SITE,OHIO,Coitsville Township,Mahoning,"McGuffey Rd., near OH 616",https://catalog.archives.gov/id/71986521,10/15/1966,05/23/1966,,,66000617
66000605,,"McGuffey, William H., House",Listed,Single,FALSE,0.9, EDUCATION,BUILDING,OHIO,Oxford,Butler,401 E. Spring St.,https://catalog.archives.gov/id/71986451,10/15/1966,12/21/1965, William Holmes McGuffey House,,66000605
70000516,,"McKinley, William, Tomb",Listed,Single,FALSE,22, POLITICS/GOVERNMENT,BUILDING,OHIO,Canton,Stark,"7th St., NW.",https://catalog.archives.gov/id/71991424,11/10/1970,05/15/1975,,,70000516
66000603,,"Miami And Erie Canal, Deep Cut",Listed,Single,FALSE,2, INDUSTRY; COMMERCE,STRUCTURE,OHIO,Spencerville,Allen,2 mi. S of Spencerville on OH 66,https://catalog.archives.gov/id/71986439,10/15/1966,01/29/1964,,,66000603
74001536,,Mount Pleasant Historic District,Listed,Single,FALSE,54, INDUSTRY; ARCHITECTURE; RELIGION; SOCIAL HISTORY,DISTRICT,OHIO,Mt. Pleasant,Jefferson,"Roughly bounded by Union Street Alleys, Cemetery Street, and Market Street.",https://catalog.archives.gov/id/71989480,06/28/1974,04/05/2005," See Also:Friends Meetinghouse;Lundy,Benjamin,House",,74001536
66000614,,Newark Earthworks,Listed,Single,FALSE,190, PREHISTORIC,SITE,OHIO,Newark,Licking,"Roughly bounded by Union, 30th, James, and Waldo Sts., and OH 16",https://catalog.archives.gov/id/71986509,10/15/1966,07/19/1964, Mound Builders State Memorial;Octagon State Memorial;Wright,,66000614
66000615,,Oberlin College,Listed,Single,FALSE,13, SOCIAL HISTORY,SITE,OHIO,Oberlin,Lorain,Tappan Sq.,https://catalog.archives.gov/id/71986515,10/15/1966,12/21/1965, Oberlin Collegiate Institute,,66000615
66000607,,Ohio and Erie Canal,Listed,Single,FALSE,24.5, INDUSTRY; COMMERCE,DISTRICT,OHIO,Valley View,Cuyahoga,OH 631,https://catalog.archives.gov/id/71986461,11/13/1966,11/13/1966, See Also:Ohio and Erie Canal TR,Cuyahoga Valley,66000607
72001011,,Ohio Statehouse,Listed,Single,FALSE,9, POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,OHIO,Columbus,Franklin,SE corner of High and Broad Sts.,https://catalog.archives.gov/id/71988539,07/31/1972,12/22/1977, Ohio State Capitol,,72001011
73001437,,Ohio Theatre,Listed,Single,FALSE,0.8, ARCHITECTURE; PERFORMING ARTS,BUILDING,OHIO,Columbus,Franklin,39 E. State St.,https://catalog.archives.gov/id/71988553,04/11/1973,05/05/1977,,,73001437
97000340,,"Parker, John P., House",Listed,Single,FALSE,0.4, SOCIAL HISTORY; INVENTION,BUILDING,OHIO,Ripley,Brown,300 Front St.,https://catalog.archives.gov/id/71986445,02/18/1997,02/18/1997, BRO-56-17,,97000340
66000611,,"Pendleton, George Hunt, House",Listed,Single,FALSE,0.9, MILITARY; POLITICS/GOVERNMENT,BUILDING,OHIO,Cincinnati,Hamilton,559 E. Liberty St.,https://catalog.archives.gov/id/71986501,10/15/1966,01/29/1964,,,66000611
76001536,,Pennsylvania Railroad Depot And Baggage Room,Listed,Single,FALSE,0.9, TRANSPORTATION; SOCIAL HISTORY; MILITARY,BUILDING,OHIO,Dennison,Tuscarawas,400 Center St.,https://catalog.archives.gov/id/71991776,09/08/1976,06/17/2011, Dennison Depot,,76001536
72001042,,People's Federal Savings and Loan Association,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,OHIO,Sidney,Shelby,101 E. Court St.,https://catalog.archives.gov/id/71991315,06/05/1972,12/22/1977,,,72001042
72001021,,Plum Street Temple,Listed,Single,FALSE,1.5, ARCHITECTURE; RELIGION,BUILDING,OHIO,Cincinnati,Hamilton,8th and Plum Sts.,https://catalog.archives.gov/id/71989153,12/27/1972,05/15/1975, Isaac M. Wise Temple;K.K. B'nai Yeshurun,,72001021
70000485,,"Rankin, John, House",Listed,Single,FALSE,20, SOCIAL HISTORY,BUILDING,OHIO,Ripley,Brown,"E of Ripley, Liberty Hill",https://catalog.archives.gov/id/71986877,11/10/1970,02/18/1997, State Memorial,,70000485
76001426,,"Rickenbacker, Capt. Edward V., House",Listed,Single,FALSE,1, MILITARY; TRANSPORTATION; ENTERTAINMENT/RECREATION,BUILDING,OHIO,Columbus,Franklin,1334 E. Livingston Ave.,https://catalog.archives.gov/id/71986477,05/11/1976,05/11/1976," Captain Edward V. ""Eddie"" Rickenbacker Boyhood Home",,76001426
66000610,,"S Bridge, National Road",Listed,Single,FALSE,0.9, ENGINEERING; COMMUNICATIONS,STRUCTURE,OHIO,Old Washington,Guernsey,4 mi. E of Old Washington on U.S. 40,https://catalog.archives.gov/id/71986481,10/15/1966,01/29/1964,,,66000610
66000602,,Serpent Mound,Listed,Single,FALSE,60, PREHISTORIC,SITE,OHIO,Locust Grove,Adams,5 mi. NW of Locust Grove on OH 73,https://catalog.archives.gov/id/71986437,10/15/1966,07/19/1964, Great Serpent Mound State Memorial,,66000602
85003411,,"Smith, Dr. Robert and Anne House",Listed,Single,FALSE,0.9, SOCIAL HISTORY,BUILDING,OHIO,Akron,Summit,855 Ardmore Ave.,https://catalog.archives.gov/id/71991657,10/31/1985,10/16/2012,,,85003411
85002802,,Spacecraft Propulsion Research Facility,Listed,Single,FALSE,0.9, OTHER; ENGINEERING; TRANSPORTATION,STRUCTURE,OHIO,Sandusky,Erie,"Lewis Research Center, Plum Brook Station",https://catalog.archives.gov/id/71986467,10/03/1985,10/03/1985,,,85002802
76001440,,Spring Grove Cemetery,Listed,Single,FALSE,345, LANDSCAPE ARCHITECTURE; ARCHITECTURE,DISTRICT,OHIO,Cincinnati,Hamilton,4521 Spring Grove Ave.,https://catalog.archives.gov/id/71989113,05/13/1976,03/29/2007, See Also: Sammuel Hannaford and Sons TR in Hamilton County,,76001440
75002058,,Stan Hywet Hall-Frank A. Seiberling House,Listed,Single,FALSE,70, INDUSTRY; LANDSCAPE ARCHITECTURE; ARCHITECTURE; SOCIAL HISTORY,BUILDING,OHIO,Akron,Summit,714 N. Portage Path,https://catalog.archives.gov/id/71991587,01/17/1975,12/21/1981, Stan Hywet Hall and Gardens,,75002058
73001470,,Taft Museum,Listed,Single,FALSE,0.9, LANDSCAPE ARCHITECTURE; ART; ARCHITECTURE,BUILDING,OHIO,Cincinnati,Hamilton,316 Pike St.,https://catalog.archives.gov/id/71989185,01/29/1973,01/07/1976, Martin Baum House;Sinton Mansion,,73001470
75001335,,"Tytus, John B., House",Listed,Single,FALSE,1, ARCHITECTURE; INVENTION,BUILDING,OHIO,Middletown,Butler,300 S. Main St.,https://catalog.archives.gov/id/71986971,05/27/1975,05/11/1976,,,75001335
92001884,,"Upton, Harriet Taylor, House",Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,OHIO,Warren,Trumbull,380 Mahoning Ave. NW.,https://catalog.archives.gov/id/71986551,10/05/1992,10/05/1992,,,92001884
86000088,,USS COD (submarine),Listed,Single,FALSE,0.9, MILITARY,STRUCTURE,OHIO,Cleveland,Cuyahoga,N. Marginal Dr.,https://catalog.archives.gov/id/71986465,01/14/1986,01/14/1986, SS-224,,86000088
07000431,,Village of Mariemont,Listed,Single,FALSE,525, COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE; LANDSCAPE ARCHITECTURE,DISTRICT,OHIO,Mariemont,Hamilton,"bordering both sides US 50, bounded by Westover industrial section, Beech St., Murray & Grove Aves. & Little Miami R.",https://catalog.archives.gov/id/71986457,03/29/2007,03/29/2007, NR: Mariemont Historic District,,07000431
70000522,,"W.P. SNYDER, JR. (steamboat)",Listed,Single,FALSE,0.9, INDUSTRY; COMMERCE; ENGINEERING; TRANSPORTATION; MARITIME HISTORY,STRUCTURE,OHIO,Marietta,Washington,On Muskingum River at Sacra Via,https://catalog.archives.gov/id/71991933,11/10/1970,06/29/1989," W.H. CLINGERMAN;W.P. Snyder,Jr.,State Memorial;J.L. PERRY;A-",,70000522
66000612,,William Howard Taft National Historic Site,Listed,Single,FALSE,0.5, LAW; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,OHIO,Cincinnati,Hamilton,2038 Auburn Ave.,https://catalog.archives.gov/id/71989115,10/15/1966,12/31/1999, See Also:Mt. Auburn Historic District,William Howard Taft,66000612
86000236,,Wright Cycle Company-Wright and Wright Printing Offices,Listed,Single,FALSE,0.2, COMMERCE; ENGINEERING; TRANSPORTATION; COMMUNICATIONS; INVENTION,BUILDING,OHIO,Dayton,Montgomery,22 S. Williams St.,https://catalog.archives.gov/id/71986526,02/13/1986,06/21/1990,,,86000236
90001747,,Wright Flyer III,Listed,Single,FALSE,0.9, ENGINEERING; TRANSPORTATION; INVENTION,STRUCTURE,OHIO,Dayton,Montgomery,"Carillon Park, 2001 S Patterson Blvd.",https://catalog.archives.gov/id/71986532,06/21/1990,06/21/1990, Flyer III,,90001747
74001506,,"Young, Col. Charles, House",Listed,Single,FALSE,4, MILITARY; BLACK; POLITICS/GOVERNMENT,BUILDING,OHIO,Wilberforce,Greene,Columbus Pike between Clifton and Stevenson Rds.,https://catalog.archives.gov/id/71988764,03/30/1974,05/30/1974,,,74001506
85002801,,Zero Gravity Research Facility (B-2),Listed,Single,FALSE,0.9, OTHER; ENGINEERING; SCIENCE,STRUCTURE,OHIO,Cleveland,Cuyahoga,Lewis Research Center,https://catalog.archives.gov/id/71986463,10/03/1985,10/03/1985,,,85002801
16000859,,Zoar Historic District,Listed,Single,FALSE,208, ARCHITECTURE; ETHNIC HERITAGE; EUROPEAN; LANDSCAPE ARCHITECTURE; SOCIAL HISTORY,district,OHIO,Zoar,Tuscarawas,"Roughly bounded by Fifth St., Zoar Cemetery, Cemetery Rd. - Lake Dr., Tuscarawas R., OH 212, East Second and East Sts.",,10/31/2016,10/31/2016, Zoar Village; Zoar State Memorial,,16000859
01000071,,"Bizzell Library, University of Oklahoma",Listed,Single,FALSE,,,BUILDING,OKLAHOMA,Norman,Cleveland,401 W. Brooks St.,https://catalog.archives.gov/id/86510620,01/03/2001,01/03/2001,,,01000071
75001568,,Boley Historic District,Listed,Single,FALSE,34.5, COMMUNITY PLANNING AND DEVELOPMENT; COMMERCE; BLACK; POLITICS/GOVERNMENT; SOCIAL HISTORY,DISTRICT,OKLAHOMA,Boley,Okfuskee,"Roughly bounded by Seward Ave., Walnut and Cedar Sts. and the southern city limits",https://catalog.archives.gov/id/86510633,05/15/1975,05/15/1975,,,75001568
78002270,,Boston Avenue Methodist Episcopal Church,Listed,Single,FALSE,2, ART; ARCHITECTURE,BUILDING,OKLAHOMA,Tulsa,Tulsa,1301 South Boston Ave.,https://catalog.archives.gov/id/86512195,08/31/1978,01/20/1999,,,78002270
66000628,,Camp Nichols,Listed,Single,FALSE,7, TRANSPORTATION; EXPLORATION/SETTLEMENT,SITE,OKLAHOMA,Wheeless,Cimarron,3 mi. NE of Wheeless on Ranch Rd.,https://catalog.archives.gov/id/86510618,10/15/1966,05/23/1963, Camp Nichols Ranch,,66000628
66000627,,Cherokee National Capitol,Listed,Single,TRUE,3.5, NATIVE AMERICAN; EXPLORATION/SETTLEMENT; POLITICS/GOVERNMENT,BUILDING,OKLAHOMA,Tahlequah,Cherokee,Address Restricted,https://catalog.archives.gov/id/86510616,10/15/1966,07/04/1961,,,66000627
66000632,,Creek National Capitol,Listed,Single,FALSE,1, NATIVE AMERICAN; EXPLORATION/SETTLEMENT,BUILDING,OKLAHOMA,Okmulgee,Okmulgee,6th St. and Grand Ave.,https://catalog.archives.gov/id/86510635,10/15/1966,07/04/1961, Creek Council House,,66000632
66000630,,Deer Creek Site,Listed,Single,TRUE,69, HISTORIC - ABORIGINAL; HISTORIC - NON-ABORIGINAL,SITE,OKLAHOMA,Newkirk,Kay,Address Restricted,,10/15/1966,04/16/1964, Ferdinandino;Fort Ferdinandino;Miller Site,,66000630
66000631,,Fort Gibson,Listed,Single,FALSE,42, MILITARY,DISTRICT,OKLAHOMA,Fort Gibson,Muskogee,Lee and Ash Sts.,https://catalog.archives.gov/id/86510631,10/15/1966,12/19/1960,,,66000631
66000629,,Fort Sill,Listed,Single,FALSE,80, MILITARY,DISTRICT,OKLAHOMA,Fort Sill,Comanche,US 62,https://catalog.archives.gov/id/86510953,10/15/1966,12/19/1960,,,66000629
66000626,,Fort Washita,Listed,Single,FALSE,117, MILITARY,DISTRICT,OKLAHOMA,Nida,Bryan,SW of Nida on OK 199,https://catalog.archives.gov/id/86510612,10/15/1966,06/23/1965,,,66000626
74001664,,Guthrie Historic District,Listed,Single,FALSE,1483, POLITICS/GOVERNMENT; ARCHITECTURE,DISTRICT,OKLAHOMA,Guthrie,Logan,"Roughly bounded by 14th St., College Ave., Pine St., and Lincoln Ave.",https://catalog.archives.gov/id/86511417,06/13/1974,01/20/1999, See Also:Carnegie Library;Co-operative Publishing Company Bu,,74001664
13000280,,Honey Springs Battlefield NHL,Listed,Single,FALSE,,,STRUCTURE,OKLAHOMA,Checotah,McIntosh,1863 Honey Springs Battlefield Rd.,,02/27/2013,02/27/2013,,,13000280
73001561,,"Marland, E. W., Mansion",Listed,Single,FALSE,34, INDUSTRY,BUILDING,OKLAHOMA,Ponca City,Kay,Monument Rd.,https://catalog.archives.gov/id/86511252,04/11/1973,02/01/1978,,,73001561
66000636,,McLemore Site,Listed,Single,TRUE,40, PREHISTORIC,SITE,OKLAHOMA,Colony,Washita,Address Restricted,,10/15/1966,07/19/1964,,,66000636
70000530,,Murrell Home,Listed,Single,FALSE,5, NATIVE AMERICAN; EDUCATION; POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,BUILDING,OKLAHOMA,Park Hill,Cherokee,4 mi. S of Tahlequah,https://catalog.archives.gov/id/86510848,06/22/1970,04/30/1974, Hunter's Home,,70000530
73001560,,One-hundred-and-one Ranch,Listed,Single,FALSE,82.7, COMMERCE; AGRICULTURE; BLACK; PERFORMING ARTS,DISTRICT,OKLAHOMA,Ponca City,Kay,12 mi. SW of Ponca City on OK 156,https://catalog.archives.gov/id/86511250,04/11/1973,05/15/1975, One-hundred-and-one Ranch Historic District,,73001560
11000628,MP,Platt National Park Historic District,Listed,Multiple,FALSE,, LANDSCAPE ARCHITECTURE; ARCHITECTURE; CONSERVATION; POLITICS/GOVERNMENT,DISTRICT,OKLAHOMA,Sulpher,Murray,OK 7 at US 177,,07/07/2011,07/07/2011," Sulphur Springs Reservation; Travertine, Platt District, Chickasaw Nat. Recreation Area",Chickasaw,11000628
74001670,,Price Tower,Listed,Single,FALSE,3, COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE,BUILDING,OKLAHOMA,Bartlesville,Washington,510 Dewey Ave.,https://catalog.archives.gov/id/86512318,09/13/1974,03/29/2007,,,74001670
66000634,,Sequoyah's Cabin,Listed,Single,FALSE,10, NATIVE AMERICAN; EDUCATION,BUILDING,OKLAHOMA,Akins,Sequoyah,"OK 101, in Sequoyah's Cabin State Park",https://catalog.archives.gov/id/86510639,10/15/1966,12/21/1965,,,66000634
66000635,,Stamper Site,Listed,Single,TRUE,45, PREHISTORIC,SITE,OKLAHOMA,Optima,Texas,Address Restricted,,10/15/1966,07/19/1964,,,66000635
66000633,,Washita Battlefield National Historic Site,Listed,Single,FALSE,7680, NATIVE AMERICAN; MILITARY,SITE,OKLAHOMA,Cheyenne,Roger Mills,NW of Cheyenne on U.S. 283,https://catalog.archives.gov/id/86510637,10/15/1966,01/12/1965, The Battle of Washita,,66000633
66000949,,Wheelock Academy,Listed,Single,FALSE,35, NATIVE AMERICAN; EDUCATION,DISTRICT,OKLAHOMA,Millerton,McCurtain,E of Millerton on U.S. 70,https://catalog.archives.gov/id/86510629,10/15/1966,12/21/1965,,,66000949
86000727,,Bonneville Dam Historic District,Listed,Single,FALSE,87.8, INDUSTRY; LANDSCAPE ARCHITECTURE; ENGINEERING; TRANSPORTATION; POLITICS/GOVERNMENT; ARCHITECTURE,DISTRICT,OREGON,Bonneville,Multnomah,"Columbia River between Bradford and Cascade Islands off I-80 in Multnomah County, Oregon to WA 14 in Skamania County, WA",https://catalog.archives.gov/id/77848624,04/09/1986,06/30/1987," Powerhouse,Navigation Lock and Administrative Site;See Also:",,86000727
86003598,,Bonneville Dam Historic District (Boundary Increase),Listed,Single,FALSE,9.2, CONSERVATION; EDUCATION; POLITICS/GOVERNMENT; ARCHITECTURE,DISTRICT,OREGON,Bonneville,Multnomah,"Roughly bounded by Mitchell Creek Bypass, SW District boundary, Union Pacific right-of-way, and Hatchery Service Rd.",https://catalog.archives.gov/id/77850863,03/26/1987,06/30/1987, Bonneville Hatchery;Central Hatchery;See Also:Bonneville Dam,,86003598
83004168,,Columbia River Highway Historic District,Listed,Single,FALSE,529, ENGINEERING; TRANSPORTATION,DISTRICT,OREGON,Troutdale,Multnomah,"Roughly bounded by the Sandy River Bridge, Troutdale, Multnomah County on the West, the Chenoweth Creek Bridge, etc.",https://catalog.archives.gov/id/77848627,12/12/1983,05/16/2000,,,83004168
87001347,,Crater Lake Superintendent's Residence,Listed,Single,FALSE,0, ARCHITECTURE,BUILDING,OREGON,Crater Lake National Park,Klamath,Munson Valley,https://catalog.archives.gov/id/77848614,05/28/1987,05/28/1987, Former Superintendent's Residence,Crater Lake,87001347
72001082,,Deady Hall,Listed,Single,FALSE,1, EDUCATION; ARCHITECTURE,BUILDING,OREGON,Eugene,Lane,University of Oregon campus,https://catalog.archives.gov/id/77849821,04/11/1972,05/05/1977,,,72001082
66000638,,"Elmore, Samuel, Cannery",Removed,Single,FALSE,2, COMMERCE; COMMUNICATIONS,BUILDING,OREGON,Astoria,Clatsop,On the waterfront at the foot of Flavel St.,,,11/13/1966, Samuel Elmore Salmon Cannery,,66000638
66000639,,Fort Astoria,Listed,Single,FALSE,0.9, COMMERCE,SITE,OREGON,Astoria,Clatsop,15th and Exchange Sts.,https://catalog.archives.gov/id/77848604,10/15/1966,11/05/1961,,,66000639
66000641,,Fort Rock Cave,Listed,Single,TRUE,0.5, PREHISTORIC,SITE,OREGON,Fort Rock,Lake,Address Restricted,,10/15/1966,01/20/1961, Fort Rock Cave National Historic Landmark;(35-LK-1),,66000641
66000950,,Jacksonville Historic District,Listed,Single,FALSE,326, COMMERCE,DISTRICT,OREGON,Jacksonville,Jackson,Jacksonville city limits,https://catalog.archives.gov/id/77849357,11/13/1966,11/13/1966,,,66000950
73001575,,Kam Wah Chung Company Building,Listed,Single,FALSE,0.3, COMMERCE; ASIAN; EXPLORATION/SETTLEMENT,BUILDING,OREGON,John Day,Grant,"Canton St., John Day City Park",https://catalog.archives.gov/id/77849273,03/20/1973,09/20/2005,,,73001575
89002463,,"Lightship WAL-604, COLUMBIA",Listed,Single,FALSE,0.1, POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,STRUCTURE,OREGON,Astoria,Clatsop,1792 Maritime Dr.,https://catalog.archives.gov/id/77848606,12/20/1989,12/20/1989, WLV-604,,89002463
89001082,,"Nez Perce Traditional Site, Wallowa Lake",Listed,Single,FALSE,5, NATIVE AMERICAN,SITE,OREGON,Joseph,Wallowa,SR 82 S of Joseph,https://catalog.archives.gov/id/77848629,05/05/1989,05/05/1989, Chief Joseph Cemetery;Joseph National Indian Cemetery,,89001082
87001346,,Oregon Caves Chateau,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,OREGON,Oregon Caves National Monument,Josephine,Off SR 46,https://catalog.archives.gov/id/77848612,05/28/1987,05/28/1987,,Oregon Caves,87001346
73001582,,Pioneer Courthouse,Listed,Single,FALSE,0, POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,OREGON,Portland,Multnomah,520 SW Morrison St.,https://catalog.archives.gov/id/77850961,03/20/1973,04/05/1977," United States Courthouse,Custom House and Post Office",,73001582
75001597,,Portland Skidmore/Old Town Historic District,Listed,Single,FALSE,44, COMMERCE; ART; ARCHITECTURE; PERFORMING ARTS,DISTRICT,OREGON,Portland,Multnomah,"Roughly bounded by Harbor Dr., Everett, 3rd, and Oak Sts.",https://catalog.archives.gov/id/77850656,12/06/1975,05/05/1977, Skidmore/Old Town Historic District,,75001597
89002455,,Sunken Village Archeological Site (35MU4),Listed,Single,TRUE,7, INDUSTRY; PREHISTORIC; NATIVE AMERICAN; ART,SITE,OREGON,Portland,Multnomah,Address Restricted,,12/20/1989,12/20/1989, Drowned Village; Bridge Camp; Indian Crossing,,89002455
73001572,,Timberline Lodge,Listed,Single,FALSE,0, ART; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,OREGON,Government Camp,Clackamas,6 mi. (9.6 km) N of Government Camp in Mount Hood National Forest,https://catalog.archives.gov/id/77848765,11/12/1973,12/22/1977,,,73001572
